Current (A),Measured Voltage (V)
7.727272727272727e-06,-8.91978312e-05
7.87878787878788e-06,-8.92453573e-05
8.03030303030303e-06,-8.93169673e-05
8.181818181818183e-06,-8.91883724e-05
8.333333333333334e-06,-8.82994851e-05
8.484848484848485e-06,-8.83247446e-05
8.636363636363637e-06,-8.90785174e-05
8.787878787878788e-06,-8.97459312e-05
8.93939393939394e-06,-8.87935391e-05
9.090909090909091e-06,-8.87097093e-05
9.242424242424244e-06,-8.91532442e-05
9.393939393939394e-06,0.724534339
9.545454545454547e-06,0.71782865
9.696969696969698e-06,0.731555182
9.848484848484848e-06,0.744919497
1e-05,0.759674583
1.0151515151515152e-05,0.774389408
1.0303030303030304e-05,0.788098332
1.0454545454545455e-05,0.802821835
1.0606060606060607e-05,0.817537445
1.0757575757575758e-05,0.831248369
1.090909090909091e-05,0.846083558
1.1060606060606061e-05,0.860900476
1.1212121212121212e-05,0.875707569
1.1363636363636365e-05,0.889537456
1.1515151515151515e-05,0.904210515
1.1666666666666668e-05,0.919059398
1.1818181818181819e-05,0.932890023
1.1969696969696971e-05,0.948051887
1.2121212121212122e-05,0.962831522
1.2272727272727273e-05,0.976573533
1.2424242424242425e-05,0.991463956
1.2575757575757576e-05,1.00620746
1.2727272727272728e-05,1.02119382
1.287878787878788e-05,1.03506129
1.3030303030303032e-05,1.04967823
1.3181818181818183e-05,1.06459517
1.3333333333333333e-05,1.078385
1.3484848484848486e-05,1.0932025
1.3636363636363637e-05,1.10796754
1.3787878787878789e-05,1.12205146
1.393939393939394e-05,1.13671512
1.4090909090909092e-05,1.15147079
1.4242424242424243e-05,1.16659163
1.4393939393939396e-05,1.18045815
1.4545454545454546e-05,1.19518812
1.4696969696969697e-05,1.2100764
1.484848484848485e-05,1.22384573
1.5e-05,1.23862236
1.484848484848485e-05,1.22403186
1.4696969696969697e-05,1.21023604
1.4545454545454546e-05,1.1955087
1.4393939393939396e-05,1.18061272
1.4242424242424243e-05,1.16692309
1.4090909090909092e-05,1.15209533
1.393939393939394e-05,1.13728218
1.3787878787878789e-05,1.12239418
1.3636363636363637e-05,1.10851369
1.3484848484848486e-05,1.09355403
1.3333333333333333e-05,1.07872969
1.3181818181818183e-05,1.06482332
1.3030303030303032e-05,1.04991421
1.287878787878788e-05,1.03529363
1.2727272727272728e-05,1.02140437
1.2575757575757576e-05,1.00659668
1.2424242424242425e-05,0.991751459
1.2272727272727273e-05,0.976844775
1.2121212121212122e-05,0.96294067
1.1969696969696971e-05,0.948236302
1.1818181818181819e-05,0.933107118
1.1666666666666668e-05,0.919199647
1.1515151515151515e-05,0.904324959
1.1363636363636365e-05,0.889660888
1.1212121212121212e-05,0.875772639
1.1060606060606061e-05,0.861074375
1.090909090909091e-05,0.846148198
1.0757575757575758e-05,0.831117911
1.0606060606060607e-05,0.81731219
1.0454545454545455e-05,0.802450713
1.0303030303030304e-05,0.787766225
1.0151515151515152e-05,0.773847998
1e-05,0.758896829
9.848484848484848e-06,0.74414943
9.696969696969698e-06,0.730317932
9.545454545454547e-06,0.715382165
9.393939393939394e-06,0.700610396
9.242424242424244e-06,0.686850057
9.090909090909091e-06,0.671805923
8.93939393939394e-06,0.657115481
8.787878787878788e-06,0.64217985
8.636363636363637e-06,0.628414756
8.484848484848485e-06,0.61360612
8.333333333333334e-06,0.59849302
8.181818181818183e-06,0.584554345
8.03030303030303e-06,0.569732949
7.87878787878788e-06,0.554976732
7.727272727272727e-06,0.541259431
7.5757575757575764e-06,0.526388691
7.424242424242425e-06,0.511542362
7.272727272727273e-06,0.496859192
7.1212121212121215e-06,0.482829522
6.96969696969697e-06,0.467830516
6.818181818181818e-06,0.453076801
6.666666666666667e-06,0.43915527
6.515151515151516e-06,0.42442993
6.363636363636364e-06,0.409562661
6.212121212121213e-06,0.395573299
6.060606060606061e-06,0.380955
5.909090909090909e-06,0.365879593
5.757575757575758e-06,0.350839627
5.606060606060606e-06,0.337033704
5.454545454545455e-06,0.322238021
5.303030303030304e-06,0.307556102
5.151515151515152e-06,0.293619117
5e-06,0.278444098
4.848484848484849e-06,0.263731661
4.696969696969697e-06,0.249644618
4.5454545454545455e-06,0.235118553
4.393939393939394e-06,0.220173824
4.242424242424242e-06,0.206227974
4.0909090909090915e-06,0.191213822
3.93939393939394e-06,0.176294763
3.7878787878787882e-06,0.161386515
3.6363636363636366e-06,0.14763496
3.484848484848485e-06,0.132503826
3.3333333333333333e-06,0.117515167
3.181818181818182e-06,0.103448975
3.0303030303030305e-06,0.087997228
2.878787878787879e-06,0.0733746133
2.7272727272727276e-06,0.0594842387
2.575757575757576e-06,0.0449482763
2.4242424242424244e-06,0.030673992
2.2727272727272728e-06,0.0148969753
2.121212121212121e-06,0.00181080978
1.96969696969697e-06,-8.40065514e-05
1.8181818181818183e-06,-8.4364903e-05
1.6666666666666667e-06,-8.5885666e-05
1.5151515151515152e-06,-8.69976124e-05
1.3636363636363638e-06,-8.77247721e-05
1.2121212121212122e-06,-8.98482687e-05
1.0606060606060606e-06,-8.87495398e-05
9.090909090909091e-07,-8.9847271e-05
7.575757575757576e-07,-9.1981634e-05
6.060606060606061e-07,-9.3151563e-05
4.5454545454545457e-07,-9.34359534e-05
3.0303030303030305e-07,-9.4493854e-05
1.5151515151515152e-07,-9.58316206e-05
0.0,20.5496084
-1.5151515151515152e-07,-8.13038174e-05
-3.0303030303030305e-07,-8.16250995e-05
-4.5454545454545457e-07,-8.30596815e-05
-6.060606060606061e-07,-8.45487192e-05
-7.575757575757576e-07,-8.61880305e-05
-9.090909090909091e-07,-8.77665981e-05
-1.0606060606060606e-06,-8.82602423e-05
-1.2121212121212122e-06,-8.89116774e-05
-1.3636363636363638e-06,-8.93926918e-05
-1.5151515151515152e-06,-9.14031623e-05
-1.6666666666666667e-06,-9.18938675e-05
-1.8181818181818183e-06,-9.19926783e-05
-1.96969696969697e-06,-9.34061694e-05
-2.121212121212121e-06,-9.47108031e-05
-2.2727272727272728e-06,-9.60157926e-05
-2.4242424242424244e-06,-9.6380664e-05
-2.575757575757576e-06,-9.74665852e-05
-2.7272727272727276e-06,-9.86850379e-05
-2.878787878787879e-06,-9.90153689e-05
-3.0303030303030305e-06,-0.00010086217
-3.181818181818182e-06,-0.000101496041
-3.3333333333333333e-06,-0.000102526331
-3.484848484848485e-06,-0.000102459068
-3.6363636363636366e-06,-0.000105233002
-3.7878787878787882e-06,-0.000104639959
-3.93939393939394e-06,-0.000106590096
-4.0909090909090915e-06,-0.000106902097
-4.242424242424242e-06,-0.00010786947
-4.393939393939394e-06,-0.000108784383
-4.5454545454545455e-06,-0.000110262964
-4.696969696969697e-06,-0.000111265055
-4.848484848484849e-06,-0.000111864208
-5e-06,-0.000112684069
-5.151515151515152e-06,-0.000114715452
-5.303030303030304e-06,-0.0001152454
-5.454545454545455e-06,-0.000116759875
-5.606060606060606e-06,-0.000116571713
-5.757575757575758e-06,-0.000117938853
-5.909090909090909e-06,-0.000119881117
-6.060606060606061e-06,-0.000120480679
-6.212121212121213e-06,-0.00012091969
-6.363636363636364e-06,-0.00012177662
-6.515151515151516e-06,-0.000123352836
-6.666666666666667e-06,-0.000124568474
-6.818181818181818e-06,-0.000125111462
-6.96969696969697e-06,-0.000125683003
-7.1212121212121215e-06,-0.000126779381
-7.272727272727273e-06,-0.000128365822
-7.424242424242425e-06,-0.000129201839
-7.5757575757575764e-06,-0.000129557252
-7.727272727272727e-06,-0.00013022878
-7.87878787878788e-06,-0.000131650964
-8.03030303030303e-06,-0.00013249033
-8.181818181818183e-06,-0.000133839551
-8.333333333333334e-06,-0.000134430011
-8.484848484848485e-06,-0.000135074338
-8.636363636363637e-06,-0.000136708715
-8.787878787878788e-06,-0.000136613663
-8.93939393939394e-06,-0.00013941462
-9.090909090909091e-06,-0.000140362078
-9.242424242424244e-06,-0.000140312966
-9.393939393939394e-06,-0.000141612078
-9.545454545454547e-06,-0.000140766958
-9.696969696969698e-06,-0.000144153672
-9.848484848484848e-06,-0.000144638855
-1e-05,-0.000144927182
-1.0151515151515152e-05,-0.000146341083
-1.0303030303030304e-05,-0.000147525583
-1.0454545454545455e-05,-0.000148240523
-1.0606060606060607e-05,-0.000149477305
-1.0757575757575758e-05,-0.000150398738
-1.090909090909091e-05,-0.000150398916
-1.1060606060606061e-05,-0.000153453891
-1.1212121212121212e-05,-0.000152693599
-1.1363636363636365e-05,-0.000154615537
-1.1515151515151515e-05,-0.000155132445
-1.1666666666666668e-05,-0.000156087421
-1.1818181818181819e-05,-0.00015773343
-1.1969696969696971e-05,-0.000158235767
-1.2121212121212122e-05,-0.000160464362
-1.2272727272727273e-05,-0.000160489622
-1.2424242424242425e-05,-0.00016077419
-1.2575757575757576e-05,-0.000162200311
-1.2727272727272728e-05,-0.000162937339
-1.287878787878788e-05,-1.02272532
-1.3030303030303032e-05,-1.03649662
-1.3181818181818183e-05,-1.05723919
-1.3333333333333333e-05,-1.07028295
-1.3484848484848486e-05,-1.08422596
-1.3636363636363637e-05,-1.09824925
-1.3787878787878789e-05,-1.11124308
-1.393939393939394e-05,-1.12510832
-1.4090909090909092e-05,-1.14499161
-1.4242424242424243e-05,-1.15903519
-1.4393939393939396e-05,-1.17213502
-1.4545454545454546e-05,-1.1861812
-1.4696969696969697e-05,-1.20021629
-1.484848484848485e-05,-1.21329975
-1.5e-05,-1.22728156
-1.484848484848485e-05,-1.21333368
-1.4696969696969697e-05,-1.20026242
-1.4545454545454546e-05,-1.18623251
-1.4393939393939396e-05,-1.17218633
-1.4242424242424243e-05,-1.15910139
-1.4090909090909092e-05,-1.14506542
-1.393939393939394e-05,-1.13095733
-1.3787878787878789e-05,-1.11693742
-1.3636363636363637e-05,-1.10377195
-1.3484848484848486e-05,-1.08944043
-1.3333333333333333e-05,-1.07524771
-1.3181818181818183e-05,-1.06189442
-1.3030303030303032e-05,-1.04745996
-1.287878787878788e-05,-1.03307124
-1.2727272727272728e-05,-1.01930902
-1.2575757575757576e-05,-1.00459344
-1.2424242424242425e-05,-0.990044936
-1.2272727272727273e-05,-0.975267618
-1.2121212121212122e-05,-0.961518195
-1.1969696969696971e-05,-0.946903047
-1.1818181818181819e-05,-0.932045096
-1.1666666666666668e-05,-0.918385685
-1.1515151515151515e-05,-0.903286036
-1.1363636363636365e-05,-0.888739619
-1.1212121212121212e-05,-0.874664965
-1.1060606060606061e-05,-0.859955822
-1.090909090909091e-05,-0.845151636
-1.0757575757575758e-05,-0.830158063
-1.0606060606060607e-05,-0.816350081
-1.0454545454545455e-05,-0.80157471
-1.0303030303030304e-05,-0.786809826
-1.0151515151515152e-05,-0.772894942
-1e-05,-0.757945651
-9.848484848484848e-06,-0.743167119
-9.696969696969698e-06,-0.729045766
-9.545454545454547e-06,-0.714408004
-9.393939393939394e-06,-0.69961452
-9.242424242424244e-06,-0.685940534
-9.090909090909091e-06,-0.670776956
-8.93939393939394e-06,-0.656361844
-8.787878787878788e-06,-0.641452879
-8.636363636363637e-06,-0.627636055
-8.484848484848485e-06,-0.612782236
-8.333333333333334e-06,-0.59788644
-8.181818181818183e-06,-0.583789615
-8.03030303030303e-06,-0.569211472
-7.87878787878788e-06,-0.554452396
-7.727272727272727e-06,-0.540731586
-7.5757575757575764e-06,-0.525340823
-7.424242424242425e-06,-0.510471541
-7.272727272727273e-06,-0.496070349
-7.1212121212121215e-06,-0.482067488
-6.96969696969697e-06,-0.467242235
-6.818181818181818e-06,-0.452707387
-6.666666666666667e-06,-0.4387511
-6.515151515151516e-06,-0.423898974
-6.363636363636364e-06,-0.408823851
-6.212121212121213e-06,-0.395135047
-6.060606060606061e-06,-0.380408108
-5.909090909090909e-06,-0.365580791
-5.757575757575758e-06,-0.350480088
-5.606060606060606e-06,-0.336492488
-5.454545454545455e-06,-0.321435415
-5.303030303030304e-06,-0.30670211
-5.151515151515152e-06,-0.292881236
-5e-06,-0.277887121
-4.848484848484849e-06,-0.263291452
-4.696969696969697e-06,-0.249591548
-4.5454545454545455e-06,-0.234343145
-4.393939393939394e-06,-0.219922568
-4.242424242424242e-06,-0.20590816
-4.0909090909090915e-06,-0.19075288
-3.93939393939394e-06,-0.17612554
-3.7878787878787882e-06,-0.161141173
-3.6363636363636366e-06,-0.147489944
-3.484848484848485e-06,-0.132723813
-3.3333333333333333e-06,-0.118031805
-3.181818181818182e-06,-0.103614936
-3.0303030303030305e-06,-0.0888784034
-2.878787878787879e-06,-0.0740296284
-2.7272727272727276e-06,-0.0598984596
-2.575757575757576e-06,-0.0444582466
-2.4242424242424244e-06,-0.0296049118
-2.2727272727272728e-06,-0.014421818
-2.121212121212121e-06,-9.55937584e-05
-1.96969696969697e-06,-9.29572902e-05
-1.8181818181818183e-06,-9.30361857e-05
-1.6666666666666667e-06,-9.16431977e-05
-1.5151515151515152e-06,-9.07012622e-05
-1.3636363636363638e-06,-9.03346273e-05
-1.2121212121212122e-06,-8.82192361e-05
-1.0606060606060606e-06,-8.70484873e-05
-9.090909090909091e-07,-8.70400262e-05
-7.575757575757576e-07,-8.56056221e-05
-6.060606060606061e-07,-8.58105292e-05
-4.5454545454545457e-07,-8.36338066e-05
-3.0303030303030305e-07,-8.3156319e-05
-1.5151515151515152e-07,-8.20236916e-05
-0.0,20.5497974
